,id,city,district,road,community,price,rentalMethod,houseType,roomType,areaSize,decorateType,ori,floorInfo,hasRefrigerator,hasWashingMachine,hasBalcony,hasCook,hasAirConditioner,hasWaterHeater,hasBed,hasWardrobe,hasSofa,hasWifi,traffic,bedroomNum,bathroomNum,hallsNum
1576,1577,武汉,洪山,新南湖,红旗欣居C区,1600,整租,普通住宅,2室2厅1卫,60.0,精装修,朝南,高层(共32层),1,1,1,1,1,1,1,1,1,1,,2,1,2
1577,1578,武汉,洪山,光谷软件园,光谷坐标城,3200,整租,其他,3室2厅1卫,108.9,简单装修,朝南,中层(共8层),1,1,1,1,1,1,1,1,1,1,,3,1,2
1578,1579,武汉,洪山,珞狮南路,揽胜公园,800,整租,其他,1室0厅1卫,28.0,精装修,朝南,中层(共30层),1,1,1,1,1,1,1,1,1,1,,1,1,0
1579,1580,武汉,江岸,竹叶山花桥,百胜家想时代,2100,整租,普通住宅,3室2厅2卫,70.0,精装修,朝南,低层(共18层),1,1,1,1,1,1,1,1,1,1,6/8号线,3,2,2
1580,1581,武汉,洪山,光谷软件园,东林外庐,1300,整租,其他,1室1厅1卫,19.0,简单装修,朝南,低层(共18层),1,1,1,1,1,1,1,1,1,1,,1,1,1
1581,1582,武汉,蔡甸,蔡甸城区,青澳都市尚巢,1280,整租,普通住宅,3室1厅2卫,42.4,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,0,1,3号线,3,2,1
1582,1583,武汉,洪山,光谷广场,阳光在线(南区),900,整租,其他,1室1厅1卫,10.0,简单装修,朝南,低层(共7层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
1583,1584,武汉,武昌,丁字桥,百瑞景中央生活区(东二区东区),1000,整租,平房,1室1厅1卫,20.0,简单装修,朝南,共1层,1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
1584,1585,武汉,洪山,关西,金地天悦(一期),1250,整租,其他,1室0厅1卫,10.0,简单装修,朝南,中层(共35层),1,1,1,1,1,1,1,1,1,1,,1,1,0
1585,1586,武汉,武昌,丁字桥,百瑞景中央生活区(一期),1000,整租,平房,1室1厅1卫,20.0,简单装修,朝南,共1层,1,1,1,1,1,1,1,1,1,1,,1,1,1
1586,1587,武汉,洪山,欢乐谷,铁机新居,2700,整租,普通住宅,4室2厅2卫,14.0,精装修,南北,中层(共33层),1,1,1,1,1,1,1,1,1,1,,4,2,2
1587,1588,武汉,洪山,铁机路,徐东嘉园,800,整租,其他,1室1厅1卫,19.0,精装修,朝南,高层(共8层),1,1,1,1,1,1,1,1,1,1,4/8号线,1,1,1
1588,1589,武汉,洪山,光谷软件园,清江山水,1300,整租,普通住宅,1室1厅1卫,18.0,简单装修,朝南,低层(共28层),1,1,1,1,1,1,1,1,1,1,,1,1,1
1589,1590,武汉,洪山,关西,南湖康泰花园海棠苑,1100,整租,普通住宅,1室1厅1卫,30.0,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
1590,1591,武汉,江岸,竹叶山花桥,同安大厦,1200,整租,普通住宅,1室1厅1卫,35.0,精装修,朝南,低层(共10层),1,1,1,1,1,1,1,1,1,1,3/6/8号线,1,1,1
1591,1592,武汉,洪山,铁机路,欧洲花园,1500,整租,普通住宅,1室1厅1卫,18.0,精装修,朝南,中层(共13层),1,1,1,1,1,1,1,1,1,1,8号线,1,1,1
1592,1593,武汉,武昌,丁字桥,百瑞景中央生活区(六期),900,整租,其他,1室1厅1卫,19.0,精装修,朝南,高层(共36层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
1593,1594,武汉,洪山,光谷广场,紫菘枫林上城,1500,整租,普通住宅,1室1厅1卫,22.0,精装修,朝南,低层(共33层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
1594,1595,武汉,硚口,武胜路,荣西社区,980,整租,普通住宅,1室1厅1卫,30.0,简单装修,南北,中层(共6层),1,1,1,1,1,1,1,1,1,1,1/2/6号线,1,1,1
1595,1596,武汉,洪山,光谷软件园,万科城花璟苑,2650,整租,普通住宅,2室2厅1卫,55.0,精装修,朝南,低层(共34层),1,1,1,1,1,1,1,1,1,1,,2,1,2
1596,1597,武汉,洪山,铁机路,华腾园,700,整租,其他,2室1厅1卫,20.0,精装修,朝南,中层(共30层),1,1,1,1,1,1,1,1,1,1,4/8号线,2,1,1
1597,1598,武汉,洪山,光谷软件园,中建大公馆,1100,整租,普通住宅,1室1厅1卫,8.0,简单装修,朝南,低层(共43层),1,1,1,1,1,1,1,1,1,1,,1,1,1
1598,1599,武汉,洪山,珞狮南路,瑞湖天地,650,整租,其他,1室0厅1卫,26.0,精装修,朝南,低层(共18层),1,1,1,1,1,1,1,1,1,1,,1,1,0
1599,1600,武汉,洪山,光谷东,碧桂园云境,2150,整租,普通住宅,3室2厅2卫,20.0,简单装修,朝南,高层(共35层),1,1,1,1,1,1,1,1,1,1,,3,2,2
1600,1601,武汉,洪山,光谷东,龙湖新壹城,1400,整租,其他,1室1厅1卫,30.0,精装修,朝南,高层(共11层),1,1,1,1,1,1,1,1,1,1,11号线,1,1,1
1601,1602,武汉,汉阳,汉阳周边,碧桂园泰富城,1500,整租,普通住宅,2室1厅1卫,29.0,精装修,朝南,高层(共19层),1,1,1,1,1,1,1,1,1,1,,2,1,1
1602,1603,武汉,江夏,东湖高新,天纵水晶郦都,1700,整租,普通住宅,2室1厅1卫,42.8,精装修,朝南,中层(共11层),1,1,1,1,1,1,1,1,1,1,2号线,2,1,1
1603,1604,武汉,汉阳,建港,保和墨水湾,999,整租,普通住宅,1室1厅1卫,30.0,精装修,朝南,低层(共33层),1,1,1,1,1,1,1,1,1,1,,1,1,1
1604,1605,武汉,洪山,关西,康卓新城,1500,整租,普通住宅,1室1厅1卫,30.0,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
1605,1606,武汉,洪山,光谷广场,紫菘枫林上城,900,整租,普通住宅,1室1厅1卫,10.0,简单装修,朝南,高层(共18层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
1606,1607,武汉,青山,冶金大道,青城荟,1000,整租,公寓,1室1厅1卫,38.8,精装修,朝南,高层(共24层),0,1,1,0,1,1,1,1,1,1,,1,1,1
1607,1608,武汉,武昌,南湖花园,虹顶家园,1060,整租,普通住宅,1室0厅1卫,20.0,简单装修,朝南,低层(共10层),1,1,1,1,1,1,1,1,1,1,7号线,1,1,0
1608,1609,武汉,江汉,新华路,同成广场,1800,整租,普通住宅,1室1厅1卫,21.0,精装修,朝南,中层(共25层),1,1,1,1,1,1,1,1,1,1,2/7号线,1,1,1
1609,1610,武汉,江岸,百步亭,福星惠誉榜YOUNG(商住楼),1300,整租,普通住宅,1室1厅1卫,23.0,精装修,朝南,低层(共49层),1,1,1,1,1,1,1,1,1,1,1/阳逻号线,1,1,1
1610,1611,武汉,青山,冶金大道,青城荟,1100,整租,公寓,1室0厅1卫,20.0,精装修,朝南,中层(共23层),0,1,0,1,1,1,1,1,1,1,,1,1,0
1611,1612,武汉,洪山,铁机路,美林青城,1000,整租,其他,1室1厅1卫,15.0,简单装修,朝南,中层(共9层),1,1,1,1,1,1,1,1,1,1,8号线,1,1,1
1612,1613,武汉,硚口,古田,招商江湾国际,1200,整租,普通住宅,1室1厅1卫,30.0,精装修,朝南,低层(共36层),1,1,1,1,1,1,1,1,1,1,1号线,1,1,1
1613,1614,武汉,汉阳,四新,四新天祥广场,1500,整租,普通住宅,1室1厅2卫,25.0,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,,1,2,1
1614,1615,武汉,洪山,关西,清水源(一期),800,整租,其他,1室1厅1卫,23.0,简单装修,朝南,低层(共7层),1,1,1,1,1,1,1,1,1,1,,1,1,1
1615,1616,武汉,洪山,光谷广场,加州阳光,1280,整租,普通住宅,1室1厅1卫,8.0,简单装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
1616,1617,武汉,洪山,关西,金地天悦睿府,1100,整租,其他,1室1厅1卫,10.0,简单装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,,1,1,1
1617,1618,武汉,东西湖,常青花园,常青花园一村,1400,整租,普通住宅,1室1厅1卫,30.0,简单装修,朝南,低层(共19层),1,1,1,1,1,1,1,1,1,1,6号线,1,1,1
1618,1619,武汉,武昌,紫阳路,紫笛苑小区,1100,整租,平房,1室1厅1卫,18.0,简单装修,朝南,共1层,1,1,1,1,1,1,1,1,1,1,4/5号线,1,1,1
1619,1620,武汉,洪山,欢乐谷,福星惠誉东湖城拾光寓,1900,整租,普通住宅,2室1厅1卫,28.8,精装修,朝南,中层(共34层),1,1,1,1,1,1,1,1,1,1,4号线,2,1,1
1620,1621,武汉,江岸,江汉路,裕馨园,1500,整租,普通住宅,1室1厅1卫,21.0,精装修,南北,低层(共36层),1,1,1,1,1,1,1,1,1,1,1/6/7号线,1,1,1
1621,1622,武汉,洪山,光谷软件园,关南社区,1650,整租,普通住宅,1室0厅1卫,20.0,精装修,朝南,中层(共6层),1,1,1,1,1,1,1,1,0,1,2/11号线,1,1,0
1622,1623,武汉,洪山,欢乐谷,福星惠誉东湖城(二期),2300,整租,普通住宅,3室2厅2卫,75.0,精装修,朝南,中层(共16层),1,1,1,1,1,1,1,1,1,1,4号线,3,2,2
1623,1624,武汉,洪山,光谷软件园,清江山水,1750,整租,普通住宅,1室1厅1卫,30.0,精装修,朝南,高层(共10层),1,1,1,1,1,1,1,1,1,1,,1,1,1
1624,1625,武汉,洪山,光谷东,龙湖新壹城,1600,整租,普通住宅,2室1厅1卫,35.7,简单装修,朝南,低层(共33层),1,1,1,1,1,1,1,1,1,1,11号线,2,1,1
1625,1626,武汉,江夏,流芳,佛祖岭F区东区,700,整租,其他,1室0厅1卫,25.0,简单装修,朝南,高层(共19层),1,1,1,1,1,1,1,1,1,1,,1,1,0
1626,1627,武汉,江岸,台北香港路,华润桃源里,2900,整租,普通住宅,2室2厅1卫,49.6,精装修,南北,中层(共43层),1,1,1,1,1,1,1,1,1,1,2/6/7号线,2,1,2
1627,1628,武汉,洪山,光谷广场,新都汇,1600,整租,普通住宅,1室1厅1卫,8.0,简单装修,朝南,低层(共33层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
1628,1629,武汉,洪山,光谷东,中建光谷之星(商住楼),1698,整租,普通住宅,1室1厅1卫,31.5,精装修,朝南,中层(共25层),1,1,1,1,1,1,1,1,1,1,11号线,1,1,1
1629,1630,武汉,江岸,竹叶山花桥,五洲大厦,750,整租,其他,1室0厅1卫,10.0,简单装修,朝南,低层(共35层),1,1,1,1,1,1,1,1,1,1,6/8号线,1,1,0
1630,1631,武汉,江夏,金融港,光谷悦城,2300,整租,普通住宅,2室1厅1卫,109.3,精装修,朝南,高层(共30层),1,1,1,1,1,1,1,1,1,1,2号线,2,1,1
1631,1632,武汉,洪山,铁机路,团结名居枫园,1300,整租,普通住宅,1室1厅1卫,40.0,精装修,朝南,中层(共31层),1,1,1,1,1,1,1,1,1,1,8号线,1,1,1
1632,1633,武汉,江岸,江岸周边,富士君荟天地,1300,整租,普通住宅,1室1厅1卫,28.0,精装修,朝南,低层(共30层),1,1,1,1,1,1,1,1,1,1,6号线,1,1,1
1633,1634,武汉,洪山,珞瑜东路,华乐花园,800,整租,其他,1室1厅1卫,10.0,简单装修,朝南,中层(共10层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
1634,1635,武汉,洪山,关西,金地中心城(西区),800,整租,普通住宅,1室1厅1卫,18.0,简单装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,,1,1,1
1635,1636,武汉,洪山,光谷广场,光谷陆景苑,1600,整租,其他,1室1厅1卫,7.0,简单装修,朝南,中层(共10层),1,1,1,1,1,1,1,1,1,1,2/11号线,1,1,1
1636,1637,武汉,汉阳,汉阳周边,碧桂园泰富城,1400,整租,其他,1室2厅1卫,37.6,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,,1,1,2
1637,1638,武汉,洪山,关西,金地雄楚一号(商住楼),1400,整租,普通住宅,1室0厅1卫,25.0,精装修,朝南,中层(共36层),1,1,1,1,1,1,1,1,1,1,,1,1,0
1638,1639,武汉,江岸,百步亭,汉口幸福万象,1800,整租,普通住宅,2室1厅1卫,32.0,精装修,南北,高层(共15层),1,1,1,1,1,1,1,1,1,1,3/阳逻号线,2,1,1
1639,1640,武汉,洪山,光谷东,龙湖新壹城,1500,整租,普通住宅,1室1厅1卫,30.0,精装修,朝南,中层(共19层),1,1,1,1,1,1,1,1,1,1,11号线,1,1,1
1640,1641,武汉,青山,冶金大道,青城荟,1290,整租,普通住宅,1室0厅1卫,30.0,精装修,朝南,高层(共23层),0,0,0,0,0,0,0,0,0,0,,1,1,0
1641,1642,武汉,硚口,汉正街,金海名都,1599,整租,普通住宅,1室1厅1卫,28.0,精装修,朝南,中层(共33层),1,1,1,0,1,1,1,1,1,1,1/6号线,1,1,1
1642,1643,武汉,江岸,二七路,工农兵路83号小区,1500,整租,普通住宅,2室2厅1卫,59.9,精装修,东南,共5层,1,0,1,1,1,1,1,1,1,0,3号线,2,1,2
1643,1644,武汉,武昌,徐家棚,绿地名邸公馆(南区),8000,整租,普通住宅,4室2厅3卫,90.1,精装修,朝南,低层(共36层),1,1,1,1,1,1,1,1,1,1,5/7号线,4,3,2
1644,1645,武汉,汉阳,汉阳周边,碧桂园泰富城,1500,整租,普通住宅,1室1厅1卫,29.6,精装修,朝南,高层(共19层),1,1,1,1,1,1,1,1,1,1,,1,1,1
1645,1646,武汉,江岸,后湖,汉口城市广场SOHO公寓,1800,整租,公寓,2室1厅1卫,45.0,精装修,南北,中层(共19层),1,1,1,1,1,1,1,1,1,1,3/阳逻号线,2,1,1
1646,1647,武汉,江岸,台北香港路,云林社区,1000,整租,普通住宅,1室1厅1卫,30.0,精装修,南北,低层(共14层),1,1,1,1,1,1,1,1,1,1,3/7号线,1,1,1
1647,1648,武汉,武昌,南湖花园,中央花园,1200,整租,普通住宅,1室1厅1卫,20.0,精装修,朝南,低层(共7层),1,1,1,1,1,1,1,1,1,1,7号线,1,1,1
1648,1649,武汉,江岸,江汉路,兰陵大公馆,1800,整租,普通住宅,1室0厅1卫,35.0,精装修,朝南,低层(共36层),1,1,1,1,1,1,1,1,1,1,1/2/6号线,1,1,0
1649,1650,武汉,洪山,关西,金地天悦(一期),1200,整租,其他,1室1厅1卫,10.0,简单装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,,1,1,1
1650,1651,武汉,江夏,纸坊,海伦广场,1900,整租,普通住宅,3室1厅1卫,46.7,精装修,朝南,高层(共34层),1,1,1,1,1,1,1,1,1,1,7号线,3,1,1
1651,1652,武汉,江汉,常青,复兴村合作住宅小区,700,整租,普通住宅,1室1厅1卫,25.0,精装修,南北,低层(共11层),1,1,1,1,1,1,1,1,1,1,3/7号线,1,1,1
1652,1653,武汉,江岸,台北香港路,台北教师公寓,1300,整租,普通住宅,1室1厅1卫,25.0,精装修,朝南,低层(共18层),1,1,1,1,1,1,1,1,1,1,6/7号线,1,1,1
1653,1654,武汉,江汉,杨汊湖,福星华府(东区),580,整租,其他,1室0厅1卫,20.0,简单装修,朝南,中层(共35层),1,1,1,1,1,1,1,1,1,1,2/6号线,1,1,0
1654,1655,武汉,江岸,大智路,世纪皇冠,1400,整租,普通住宅,1室0厅1卫,30.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,1/2/6/7号线,1,1,0
1655,1656,武汉,江岸,后湖,汉口城市广场SOHO公寓,2300,整租,公寓,2室1厅1卫,45.0,精装修,朝南,中层(共19层),1,1,1,1,1,1,1,1,1,1,3/阳逻号线,2,1,1
1656,1657,武汉,江岸,台北香港路,华润桃源里,2900,整租,普通住宅,2室2厅1卫,49.6,精装修,南北,中层(共43层),1,1,1,1,1,1,1,1,1,1,2/6/7号线,2,1,2
1657,1658,武汉,硚口,汉正街,汉正大厦,1200,整租,普通住宅,1室1厅1卫,28.2,精装修,东南,中层(共33层),1,1,1,1,1,1,1,1,1,1,6号线,1,1,1
1658,1659,武汉,洪山,珞瑜东路,学府佳园(洪山区),1000,整租,普通住宅,1室1厅1卫,15.0,简单装修,朝南,中层(共11层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
1659,1660,武汉,洪山,珞瑜东路,南益巴黎豪庭,1500,整租,普通住宅,1室1厅1卫,20.0,精装修,朝南,中层(共11层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
1660,1661,武汉,武昌,积玉桥,友谊国际D公馆,2800,整租,普通住宅,2室1厅1卫,36.0,精装修,南北,高层(共17层),1,1,1,1,1,1,1,1,1,1,2/5/7号线,2,1,1
1661,1662,武汉,洪山,光谷东,龙湖新壹城,1600,整租,普通住宅,2室1厅1卫,30.0,精装修,朝南,低层(共16层),1,1,1,1,1,1,1,1,1,1,11号线,2,1,1
1662,1663,武汉,江夏,东湖高新,光谷南山府,2000,整租,其他,3室2厅1卫,70.0,精装修,朝南,高层(共30层),1,1,1,1,1,1,1,1,1,1,11号线,3,1,2
1663,1664,武汉,汉阳,汉阳周边,碧桂园泰富城,2400,整租,普通住宅,2室1厅1卫,37.6,豪华装修,朝南,中层(共18层),1,1,1,1,1,1,1,1,1,1,,2,1,1
1664,1665,武汉,洪山,卓刀泉,保利华都,1100,整租,其他,1室1厅1卫,8.0,简单装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
1665,1666,武汉,汉阳,郭茨口,锦绣仙山二期,1300,整租,普通住宅,1室1厅1卫,45.0,精装修,朝南,低层(共42层),1,1,1,1,1,1,1,1,1,1,,1,1,1
1666,1667,武汉,汉阳,四新,四新天祥广场,1500,整租,普通住宅,1室1厅1卫,30.3,精装修,朝南,中层(共20层),1,1,1,1,1,1,1,1,1,1,,1,1,1
1667,1668,武汉,汉阳,汉阳周边,碧桂园泰富城,1600,整租,普通住宅,2室1厅1卫,29.0,精装修,朝南,高层(共19层),1,1,1,1,1,1,1,1,1,1,,2,1,1
1668,1669,武汉,汉阳,汉阳周边,碧桂园泰富城,2800,整租,普通住宅,3室1厅2卫,29.0,精装修,朝南,高层(共19层),1,1,1,1,1,1,1,1,1,1,,3,2,1
1669,1670,武汉,江汉,北湖,天下晶立方,3300,整租,普通住宅,3室2厅2卫,42.0,精装修,南北,高层(共16层),1,1,1,1,1,1,1,1,1,1,2/3/6/7号线,3,2,2
1670,1671,武汉,汉阳,汉阳周边,碧桂园泰富城,1600,整租,普通住宅,2室1厅1卫,29.0,精装修,朝南,高层(共19层),1,1,1,1,1,1,1,1,1,1,,2,1,1
1671,1672,武汉,洪山,光谷东,朗诗里程,2500,整租,普通住宅,3室2厅1卫,71.0,精装修,朝南,高层(共27层),1,1,1,1,1,1,1,1,1,1,11号线,3,1,2
1672,1673,武汉,洪山,铁机路,华腾园,700,整租,其他,1室1厅1卫,19.0,精装修,朝南,中层(共28层),0,1,1,1,1,1,1,1,1,1,4/8号线,1,1,1
1673,1674,武汉,江岸,后湖,跃进家园B区,1200,整租,普通住宅,1室1厅1卫,40.0,精装修,朝南,高层(共37层),1,1,1,1,1,1,1,1,1,1,6号线,1,1,1
1674,1675,武汉,硚口,古田,洺悦府,1200,整租,普通住宅,1室1厅1卫,40.0,精装修,南北,高层(共52层),1,1,1,1,1,1,1,1,1,1,1号线,1,1,1
1675,1676,武汉,沌口开发区,体育中心,天鹅湖假日山庄,900,整租,普通住宅,1室1厅1卫,19.0,简单装修,东南,共5层,0,1,0,0,0,1,1,1,0,0,3/6号线,1,1,1
1676,1677,武汉,汉阳,郭茨口,锦绣仙山二期,1400,整租,普通住宅,1室1厅1卫,45.0,精装修,朝南,低层(共42层),1,1,1,1,1,1,1,1,1,1,,1,1,1
1677,1678,武汉,洪山,鲁巷,当代花园东方巴黎苑,1600,整租,普通住宅,1室1厅1卫,15.0,精装修,朝南,高层(共6层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
1678,1679,武汉,武昌,团结大道,盛世徐东,2300,整租,普通住宅,2室1厅1卫,50.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,4/8号线,2,1,1
1679,1680,武汉,汉阳,四新,四新天祥广场,1200,整租,普通住宅,1室1厅1卫,29.0,精装修,朝南,高层(共32层),1,1,1,1,1,1,1,1,1,1,,1,1,1
1680,1681,武汉,江夏,纸坊,海伦广场,1900,整租,普通住宅,3室2厅1卫,46.0,精装修,南北,中层(共28层),1,1,1,1,1,1,1,1,1,1,7号线,3,1,2
1681,1682,武汉,江汉,前进/江汉,七十五中学职工楼,1020,整租,普通住宅,1室1厅1卫,20.0,精装修,朝南,低层(共16层),1,1,1,1,1,1,1,1,1,1,1/2/6号线,1,1,1
1682,1683,武汉,江夏,金融港,佛奥俊贤雅居,3000,整租,普通住宅,3室2厅2卫,62.3,简单装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,,3,2,2
1683,1684,武汉,江夏,流芳,佛祖岭(G区),500,整租,普通住宅,1室0厅1卫,41.0,精装修,朝南,中层(共21层),1,1,1,1,1,1,1,1,1,1,,1,1,0
1684,1685,武汉,江夏,金融港,万科魅力之城(南区),1800,整租,普通住宅,1室1厅1卫,29.0,精装修,南北,高层(共24层),1,1,0,0,1,1,0,0,0,1,2号线,1,1,1
1685,1686,武汉,汉阳,汉阳周边,碧桂园泰富城,1600,整租,普通住宅,2室1厅1卫,39.5,精装修,朝南,高层(共19层),1,1,1,1,1,1,1,1,1,1,,2,1,1
1686,1687,武汉,武昌,徐东,团结名居桔园,1200,整租,其他,1室0厅1卫,30.0,精装修,朝南,低层(共32层),0,1,0,0,1,1,1,1,0,1,5/7/8号线,1,1,0
1687,1688,武汉,洪山,关西,康卓新城,1750,整租,普通住宅,1室0厅1卫,40.0,精装修,朝南,低层(共33层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,0
1688,1689,武汉,江夏,纸坊,海伦广场,2000,整租,普通住宅,3室2厅1卫,47.0,精装修,朝南,中层(共28层),0,0,0,0,0,0,0,0,0,0,7号线,3,1,2
1689,1690,武汉,洪山,关山,琨瑜府(一期),1030,合租,普通住宅,3室1厅1卫,12.0,简单装修,朝南,低层(共48层),1,1,1,1,1,1,1,1,1,1,2号线,3,1,1
1690,1691,武汉,武昌,徐东,鹏程添地汇,1200,整租,普通住宅,1室0厅1卫,30.0,精装修,朝南,高层(共10层),0,1,0,0,1,1,1,1,1,1,5/7/8号线,1,1,0
1691,1692,武汉,洪山,光谷广场,风度柏林,950,合租,普通住宅,2室1厅1卫,22.0,简单装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,2号线,2,1,1
1692,1693,武汉,洪山,光谷软件园,锦绣龙城(E区),680,合租,普通住宅,3室1厅2卫,25.0,精装修,朝南,高层(共11层),1,1,1,1,1,1,1,1,1,1,,3,2,1
1693,1694,武汉,洪山,光谷软件园,曙光星城B区,650,合租,普通住宅,3室2厅1卫,15.0,精装修,朝南,中层(共33层),1,1,0,1,1,1,1,1,1,1,,3,1,2
1694,1695,武汉,汉阳,郭茨口,锦绣仙山二期,1500,整租,普通住宅,1室1厅1卫,45.0,简单装修,朝南,中层(共30层),1,1,1,1,1,1,1,1,1,1,,1,1,1
1695,1696,武汉,武昌,中南路,嘉园大厦,6500,整租,普通住宅,7室1厅2卫,86.6,精装修,南北,高层(共25层),0,0,0,0,0,0,0,0,0,0,2/4号线,7,2,1
1696,1697,武汉,洪山,关山,金地阳光城(南苑),1700,整租,普通住宅,1室1厅1卫,128.0,精装修,朝南,中层(共7层),1,1,1,1,1,1,1,1,1,1,,1,1,1
1697,1698,武汉,洪山,光谷软件园,清江山水,3100,整租,普通住宅,3室2厅1卫,104.4,精装修,南北,低层(共32层),1,1,1,1,1,1,1,1,1,1,,3,1,2
1698,1699,武汉,洪山,关山,泛悦城,4200,整租,普通住宅,3室2厅2卫,120.1,简单装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,2号线,3,2,2
1699,1700,武汉,汉阳,汉阳周边,碧桂园泰富城,1500,整租,普通住宅,1室1厅1卫,29.0,精装修,朝南,低层(共19层),1,1,0,1,1,0,1,1,1,0,,1,1,1
1700,1701,武汉,洪山,光谷软件园,曙光星城B区,1500,合租,普通住宅,3室2厅1卫,20.0,简单装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,,3,1,2
1701,1702,武汉,洪山,关山,光谷新世界,3200,整租,普通住宅,2室2厅1卫,93.3,精装修,朝南,低层(共33层),1,1,1,1,1,1,1,1,1,1,,2,1,2
1702,1703,武汉,洪山,光谷软件园,中建大公馆,1700,合租,普通住宅,3室2厅2卫,20.0,精装修,南北,中层(共48层),1,1,1,1,1,1,1,1,1,0,,3,2,2
1703,1704,武汉,洪山,光谷软件园,曙光星城B区,3300,整租,普通住宅,3室2厅1卫,120.0,简单装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,,3,1,2
1704,1705,武汉,洪山,光谷软件园,曙光星城C区,680,合租,普通住宅,3室1厅1卫,20.0,精装修,朝南,低层(共35层),1,1,1,1,1,1,1,1,1,1,,3,1,1
1705,1706,武汉,洪山,光谷软件园,万科城花璟苑,1300,合租,普通住宅,3室1厅1卫,12.0,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,,3,1,1
1706,1707,武汉,洪山,光谷软件园,山水华庭一期,1000,合租,普通住宅,2室1厅2卫,20.0,精装修,朝南,高层(共6层),1,1,1,1,1,1,1,1,1,1,,2,2,1
1707,1708,武汉,洪山,白沙洲,南湖巴黎春天,730,合租,公寓,3室2厅2卫,16.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,7号线,3,2,2
1708,1709,武汉,洪山,光谷软件园,锦绣龙城(E区),1130,合租,普通住宅,3室1厅1卫,15.0,精装修,朝南,高层(共18层),1,1,0,1,1,1,1,1,0,1,,3,1,1
1709,1710,武汉,汉阳,汉阳周边,碧桂园泰富城,1600,整租,普通住宅,2室1厅1卫,38.0,精装修,朝南,低层(共21层),1,1,1,1,1,1,1,1,1,1,,2,1,1
1710,1711,武汉,洪山,光谷软件园,光谷理想城,600,合租,普通住宅,2室1厅1卫,18.9,精装修,朝南,高层(共33层),1,1,1,1,1,1,1,1,1,1,2号线,2,1,1
1711,1712,武汉,洪山,光谷东,碧桂园生态城观澜,930,合租,普通住宅,3室1厅1卫,12.0,精装修,朝南,低层(共33层),1,1,1,1,1,1,1,1,1,1,,3,1,1
1712,1713,武汉,洪山,新南湖,保利公园九里(1-4期),900,合租,公寓,4室1厅2卫,25.0,精装修,朝南,中层(共32层),1,1,1,1,1,1,1,1,0,1,7号线,4,2,1
1713,1714,武汉,洪山,光谷东,光谷澎湃城奥山府,1000,合租,普通住宅,3室2厅2卫,30.0,精装修,朝南,高层(共32层),0,0,0,0,0,0,0,0,0,0,,3,2,2
1714,1715,武汉,洪山,珞瑜东路,葛洲坝世纪花园(二期),1090,合租,普通住宅,3室1厅1卫,12.0,精装修,朝南,中层(共8层),0,0,0,0,0,0,0,0,0,0,,3,1,1
1715,1716,武汉,洪山,光谷软件园,东林外庐,650,合租,普通住宅,5室1厅1卫,20.0,精装修,朝南,高层(共11层),1,1,1,1,1,1,1,1,1,1,,5,1,1
1716,1717,武汉,洪山,光谷广场,健龙尚谷杰座(一期),1600,整租,普通住宅,1室1厅1卫,40.8,精装修,朝南,高层(共35层),1,1,1,1,1,1,1,1,1,1,2号线,1,1,1
1717,1718,武汉,洪山,光谷广场,曙光星城A区,2800,整租,普通住宅,3室2厅1卫,120.0,精装修,朝南,中层(共33层),1,1,1,1,1,1,1,1,1,1,,3,1,2
